id,law_type,year,state,sentence,length,start_page,end_page,jim_crow,Notes,Labeler
18920328,Acts,1892,SOUTH CAROLINA," Be it enacted by the Senate and House of Repre sentatives of the State of SOUTH CAROLINA, now met and sitting i General Assembly, and by the authority of the same, That fro and after the passage of this Act it shall be unlawful for any club company, association or corporation, and for any chartered com pany now in existence, or hereafter to be incorporated, for social literary or other purposes, within this State, to buy, sell; keey for sale, exchange, barter or dispense, without a license, an liquor, wine, beer, bitters or other intoxicating spirits for an purposes whatever, either to members or to other persons.",632,105,105,0,,Morgan
18920329,Acts,1892,SOUTH CAROLINA,"That any member or members knowingly belonging ta any club, company, association, or corporation, which receive and dispenses intoxicating spirits contrary to the provisions of the foregoing Section shall be deemed guilty of a misdemeanor and upon conviction thereof before a Trial Justice shall be fined in a sum not less than thirty nor more than fifty dollars, or im prisonment in the County jail for a term not to exceed thirty days, for each and every offense.",470,105,106,0,,Morgan
18920330,Acts,1892,SOUTH CAROLINA,"That all Acts or parts of Acts inconsistent with this Act be, and the same are hereby, repealed.",99,106,106,0,,Morgan
18920331,Acts,1892,SOUTH CAROLINA,"Approved December 24th, A. D. 1892. AN ACT To PRoHIBIT THE MANUFACTURE AND SALE OF IN- TOXICATING Liquoks AS A BEVERAGE WITHIN THIS STATE, Except A3s HEREIN PROVIDED.",166,106,106,0,,Morgan
18920332,Acts,1892,SOUTH CAROLINA,"Be it enacted by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That on and after the first day of July, A. D. 1893, the manufacture, sale, barter or exchange, or the keeping or offering for sale, bar- ter, trade or exchange, within this State of any spirituous, malt, vinous, fermented or other intoxicating liquors, or any compound or mixtures thereof, by whatever name called, which will pro- duce intoxication, by any person, business firm, corporation or association, ‘shall be regulated and conducted as provided in this Act.",644,106,106,0,,Morgan
18920333,Acts,1892,SOUTH CAROLINA,"The Governor shall, within 30 days from the approval of this Act, appoint a Commissioner, and all subsequent appoint- ments, which appointment shall be submitted to the Senate at its next session for its approval, believed by him to be an abstainer from intoxicants, who shall, under such rules and regulations as may be made by the State Board of Control, purchase all intox- icating liquors for lawful sale in this State, giving preference to manufacturers and brewers doing business jn this State, and fur- nish the same to such persons as may be designated as dispensers Said Com- thereof, to be sold as hereafter prescribed in this Act.",641,106,106,0,,Morgan
18920334,Acts,1892,SOUTH CAROLINA,"missioner shall reside and have his place of business in the city of Columbia in this State, and hold his office two years from appoint- ment, and until another is appointed in his stead, subject to re- moval for cause by the State Board of Control.",249,106,106,0,,Morgan
18920335,Acts,1892,SOUTH CAROLINA,"He shall qualify and be comniissioned the same as other State officers, and receive an annual salary of eighteen hundred dollars, payable at the same time and in the same manner as is provided for the payment of the salaries of the State officers.",247,106,106,0,,Morgan
18920336,Acts,1892,SOUTH CAROLINA,"He shall be allowed a book- keeper, who shall be paid in the same manner a salary of twelve hundred dollars, and such other assistants as in the opinion of the Board of Control may be deemed necessary.",203,106,107,0,,Morgan
18920337,Acts,1892,SOUTH CAROLINA,"He shall not sell to the County Dispensers any intoxicating or fermented liquors except such as have been tested by the chemist of the SOUTH CAROLINA College and declared to be pure and unadulter- ated: Provided, That the said State Board of Control shall have authority to appoint such assistants as they may find necessary to assist the chemist of the SOUTH CAROLINA College in making the analysis required by this Act, and the said State Board of Con- trol may fix such reasonable compensation, if any, as they may deem proper for the services rendered by such chemist or such assistants.",591,107,107,0,,Morgan
18920338,Acts,1892,SOUTH CAROLINA,The State Commissioner shall not receive from said County Dispensers for such liquors sold to them more than fifty per cent.,124,107,107,0,,Morgan
18920339,Acts,1892,SOUTH CAROLINA,"above the net cost thereof, and all amounts so received by him from said sales shall be by him paid over to the Treasurer of the State monthly, under such rules as may be made by the State Board of Control to insure the faithful return of the same ; and the State Treasurer shall keep a separate account with said fund, from which the Commissioner shall draw, from time to time, upon warrants duly approved by the said Board, the amounts necessary to pay the expenses incurred in conducting the business of said agency.",519,107,107,0,,Morgan
18920340,Acts,1892,SOUTH CAROLINA,"All rules and regulations governing the said Commissioner in the purchase of intoxicating liquors, or in the performance of any of the duties of his office, where the same are not provided for by law, shall be prescribed by a State Board of Control, composed of the Governor, the Comptroller-General and the Attorney-General.",325,107,107,0,,Morgan
18920341,Acts,1892,SOUTH CAROLINA,"He shall, before entering upon the duties of his office, execute a bond to the State Treasurer, with sufficient sureties, to be approved by the Attorney-General, in the penal sum of ten thousand dollars, for the faithful perform- ance of the duties of his office.",263,107,107,0,,Morgan
18920342,Acts,1892,SOUTH CAROLINA,"In all purchases or sales of intoxi- cating liquors made by said Commissioner, as contemplated in this Act, the Commissioner shall cause a certificate to be attached to each and every package containing said liquors, when the same is shipped to him from the place of purchase, or by him to the County Dispensers, certified by his official signature and seal, which certificate shall state that the liquors contained in said package have been purchased by him for sale within the State of SOUTH CAROLINA, or to be shipped out of the State, under the laws of said State, and without such certificate any package containing liquors which shall be brought into the State or shipped out of the State, or shipped from place to place within the State, by any rail- road, express company or other common carrier shall be regarded as intended for unlawful sale, and upon conviction thereof such common carrier shall be liable in a penalty of five hundred dol- lars for each offense, to be recovered against said common carrier in any Court of competent jurisdiction by complaint proceedings 5 to be instituted by the Solicitor for any circuit, with whom evi- dence of the violation may be lodged by any citizen having know- ledge or information of the violation ; and any person knowingly r- attaching or using such certificates without the authority of the Commissioner, or any counterfeit certificate for the purpose of securing the transportation of any intoxicating liquors into, out of or within this State, in violation of law, shall upon conviction thereof be punished by a fine of not less than five hundred dollars and imprisonment in the Penitentiary for not less than one year for each offense.",1698,107,108,0,,Morgan
18920343,Acts,1892,SOUTH CAROLINA,"Said Commissioner shall make a printed y quarterly statement under oath, commencing August Ist, 1893, of all liquors sold by him, enumerating the different kinds and quantity of each kind, the price paid and the terms of payment, and to whom sold.",247,108,108,0,,Morgan
18920344,Acts,1892,SOUTH CAROLINA,"Also, the names of the parties from whom the liquor was purchased, and their place of business and date of purchase, which statement shall be filed with the State Board of Control: Provided, This Section shall not apply to malt liquors shipped in cases, or bottles thereof shipped in barrels.",292,108,108,0,,Morgan
18920345,Acts,1892,SOUTH CAROLINA,"The State Commissioner shall before shipping any liquor to County Dispensers cause the same to be put into pack- ages of not less than one-half pint nor more than five gallons, Ptand securely seal the same, and it shall be unlawful for the County Dispenser to break any such package or open the same nd for any reason whatever.",327,108,108,0,,Morgan
18920346,Acts,1892,SOUTH CAROLINA,"He shall sell by the package only, and the purchaser shall not open the same on the premises, Src.",98,108,108,0,,Morgan
18920347,Acts,1892,SOUTH CAROLINA,"It shall be the duty of the State Board of Control to appoint a County Board of Control composed of three persons, believed by said Board not to be addicted to the use of intoxicat- ing liquors, who shall hold their office for a term of two years, and until their successors are appointed.",289,108,108,0,,Morgan
18920348,Acts,1892,SOUTH CAROLINA,Said County Board of Control shall be subject to removal for cause by the State Board of Control.,97,108,108,0,,Morgan
18920349,Acts,1892,SOUTH CAROLINA,"Said County Board shall make such rules as will be conducive to the best management of the sale of intoxicating liquors in their respective Counties: Provided, All such rules shall be submitted to the State Board and approved by them pn before adoption.",253,108,108,0,,Morgan
18920350,Acts,1892,SOUTH CAROLINA,Said County Board of Control shall qualify and be commissioned the same as other officers without fees therefor.,114,108,109,0,,Morgan
18920351,Acts,1892,SOUTH CAROLINA,"If any County Dispenser, or his clerk, shall purchase any intoxicating liquors from any other person or persons except the State Commissioner, or if he or they, or any person or persons in his or their employ, or by his or their direction, shall sell or offer for sale any liquors other than such.",297,109,109,0,,Morgan
18920352,Acts,1892,SOUTH CAROLINA,"as have been purchased from the State Commissioner, or shall adulterate or cause to be adulterated any intoxicating, spirituous or malt liquors which he or they may keep for sale under this Act, by mixing with the same any coloring matter, or any drug or ingredient whatever, or shall mix the same with other liquors of different kind or quality, or with water, or shall sell or expose for sale such liquors so adul- terated, knowing it to be such, he or they shall be guilty of a misdemeanor and be fined in a sum of not less than two hundred dollars or imprisonment in the County jail for not less than six months, Ssc. 6. That on and after the first day of July, 1893, no per- son, firm, association or corporation shall manufacture for sale, sell, keep for sale, exchange, barter or dispense any intoxicating liquors for any purpose whatever, otherwise than as provided in this Act.",886,109,109,0,,Morgan
18920353,Acts,1892,SOUTH CAROLINA,"County Dispensers, as herein provided, shall alone be authorized to sell and dispense intoxicating liquors, and all per- mits must be procured, as hereinafter provided, from the County Board of Control: Provided, That no license for the sale of spirituous liquors now authorized to be granted by municipal authorities shall be of any force or effect after the 30th day of June, 1893, but licenses may be issued or extended to said 30th day of June, 1893, upon payment of one half of the annual license required by the municipal and County authorities in cities or towns where such licenses are or may be authorized to be issued: Provided, further, That manufacturers of distilled, malt or vinous liquors who are doing business in this State shall be allowed to sell to no person in this State except to the State Commissioners and to parties outside of the State.",863,109,109,0,,Morgan
18920354,Acts,1892,SOUTH CAROLINA,"Every pack- age, barrel or bottle of such liquors shipped beyond the limits of this State shall have thereon the certificate of the State Commis- sioners allowing same, and otherwise it shall be liable to confis- cation, and the railroad carrying it shall be punished as in Sec- tion 2: And provided, That any person shall have the right to make wine for his or her own use from grapes or other fruit.",401,109,110,0,,Morgan
18920355,Acts,1892,SOUTH CAROLINA,"Applications for position of County Dispensers shall be by petitions signed and sworn to by the applicant and filed f with the County Board of Control at least ten days before the meeting at which the application is to be considered, which peti- tion shall state the applicant’s name, place of residence, in what business engaged, and in what business he has been engaged two years previous to filing petition; that he is a citizen of the United States and of SOUTH CAROLINA; that he has never been adjudged guilty of violating the law relating to intoxicating liquors, and is not a licensed druggist, a keeper of a hotel, eating house, saloon, restaurant or place of public amusement, and that he is not addicted to the use of intoxicating liquors as a beverage This permit or renewal thereof shall issue only on condition that the applicant shall execute to the County Treasurer a bond in the penal sum of three thousand dollars, with good and sufficient sureties, conditioned that he will well and truly obey the laws of the State of SOUTH CAROLINA now or hereafter in force in relation to the sale of intoxicating liquors that he will pay all fines penalties, damages and costs that may be assessed or recovered against him for violation of such laws during the term for which permit or renewal is granted, and will not sell intoxicating liquors under his permit at a charge exceeding fifty per cent above the cost thereof Said bond shall be for the use of the County or any person or persons who may be damaged or injured by reason of any violation on the part of the obligor of the law relating to intoxicating liquors purchased or sold during the term for which said permit or the renewal thereof is granted The said bond shall be deposited with the County Treasurer, and suit thereon shall be brought at any time by the Solicitor or any person for whose benefit the same is given ; and in case the con- ditions thereof, or any of them.",1943,110,110,0,,Morgan
18920356,Acts,1892,SOUTH CAROLINA,"shall be violated, the principal and sureties thereon shall also be jointly and severally liable for all civil damages, costs and judgments that may be obtained against the principal in any civil action brought by wife, child parent, guardian, employer or other person, under the provision of the law.",301,110,110,0,,Morgan
18920357,Acts,1892,SOUTH CAROLINA,All other moneys collected for breaches of such bond shall go into the County treasury.,87,110,110,0,,Morgan
18920358,Acts,1892,SOUTH CAROLINA,Said bond shall be approved by the County Board of Control under the rules and laws ap- plicable to the approval of official bonds.,131,110,110,0,,Morgan
18920359,Acts,1892,SOUTH CAROLINA,"There may be one County Dispenser appointed for each County, whose place of business shall be at the County seat of said County, except the city of Charleston, for the County of Charleston, where there may be ten Dispensers, and except the city of Columbia, for the County of Richland, where there may be three Dispensers appointed, whose place of business shall be located in such sections of said cities as will be most convenient for the accommodation of residents thereof.",478,110,111,0,,Morgan
18920360,Acts,1892,SOUTH CAROLINA,"At least ten days before the first day of the meeting at which the applications for the position of County Dispenser are considered, the applicant shall file with the County Board of Control, and a copy thereof with the Clerk of Court, in support of the application, such a petition as is provided for in Section seven, signed by a majority of the freehold voters of the incorporated town or city in which the permit is to be used, and each person aforesaid shall sign said petition by his own true name and signature, and state that each before signing has read said petition and understands the contents and meaning thereof and is well and personally ac- quainted with the applicant: Provided, That in the judgment of the County Board of Control other dispensaries may be estab- lished in other towns in any County.",817,111,111,0,,Morgan
18920361,Acts,1892,SOUTH CAROLINA,"If the application for the position of County Dispenser be granted, it shall not issue until the applicant shall make and subscribe on oath before the Clerk of the County Board of Con- trol, which shall be endorsed upon the bond, to the effect and tenor following: “TI, , do solemnly swear (or affirm) that I will well and truly perform all and singular the conditions of the within bond, and keep and perform the trust confided in me to purchase, keep and sell intoxicating liquors.",483,111,111,0,,Morgan
18920362,Acts,1892,SOUTH CAROLINA,"I will not sell, give or furnish to any person any intoxicating liquors other- wise than is provided by law, and especially I will not sell or fur- nish intoxicating liquors to any person who is not known to me personally, or duly identified, nor to any minor, intoxicated per- son, or persons who are in the habit of becoming intoxicated, and { will make true, full and accurate returns to the County Board of Control the first Monday of each month of all certificates and requests made to or received by me as required by law during the preceding month; and such returns shall show every sale and delivery of such liquors made by or for me during the month embraced therein; and the true signature to every request received and granted ; and such returns shall show all the intoxi- cating liquors sold or delivered to any and every person as returned.” Upon taking said oath and filing bond as hereinbe- fore provided, the County Board of Control shall issue to him a permit authorizing him to keep and sell intoxicating liquors, as in this Act provided ; and every permit so granted shall specify the building, giving street and number, or location, in which intoxicating liquors may be sold by virtue of the same, and the length of time in which the same shall be in force, which in no case shall exceed twelve months.",1324,111,112,0,,Morgan
18920363,Acts,1892,SOUTH CAROLINA,"Permits granted under this Act shall be deemed trusts reposed in the recipients thereof not as a matter of right, but of confidence, and may be revoked upon sufficient showing by order of the County Board of Control ; and upon the removal of any County Dispenser, or upon demand of the County Board of Control, he shall immediately turn over to the said County Board of Control all liquors and other property in his possession belonging to the State or County.",460,112,112,0,,Morgan
18920364,Acts,1892,SOUTH CAROLINA,"Said County Board of Control shall be charged with the duty of prosecuting the County Dispenser, or any of his employees, who may violate any of the provisions of this Act.",172,112,112,0,,Morgan
18920365,Acts,1892,SOUTH CAROLINA,"The County Board of Control shall use as their office the office of the County Commissioners of their respective Coun- ties, and the Clerk of the Board of County Commissioners shall reserve as their clerk.",205,112,112,0,,Morgan
18920366,Acts,1892,SOUTH CAROLINA,"They shall preserve, as part of the records and files of their office, all petitions, bonds and other papers per- taining to the granting or revocation of permits, and keep suit- able books in which bonds and permits shall be recorded.",235,112,112,0,,Morgan
18920367,Acts,1892,SOUTH CAROLINA,The books shall be furnished by the County like other public records.,69,112,112,0,,Morgan
18920368,Acts,1892,SOUTH CAROLINA,"The County Board of Control shall designate or provide a suit- able place in which to sell the liquors, and shall furnish or grant permits to purchase from the State Commissioner such liquors as shall be necessary.",214,112,112,0,,Morgan
18920369,Acts,1892,SOUTH CAROLINA,"The members of the County Board of Con- trol shall meet once a month, or oftener on the call of the Chair- man, and for their service they shall each receive a per diem of two dollars, and five cents mileage each way, ‘and their clerk shall receive two dollars per day for the days actually employed as such, but they shall not receive compensation for more than thirty days in any one year.",391,112,112,0,,Morgan
18920370,Acts,1892,SOUTH CAROLINA,"They shall, upon the approval of the State Board of Control, employ such assistants for the County Dispenser as may be necessary.",129,112,112,0,,Morgan
18920371,Acts,1892,SOUTH CAROLINA,The County Dispenser and his associates shall receive such compensation as the State Board of Control may determine.,116,112,112,0,,Morgan
18920372,Acts,1892,SOUTH CAROLINA,All profits after paying all expenses of the County Dispensary shall be paid one-half to the County treasury and one- half to the municipal corporation in which it may be located— such settlements to be made monthly.,216,112,112,0,,Morgan
18920373,Acts,1892,SOUTH CAROLINA,"Before selling or delivering any intoxicating liquors to any person, a request must be presented to the County Dis- penser, printed or written in ink, dated of the true date, stating the age and residence of the signer for whom and whose use the liquor is required, the quantity and kind requested, and his or her true name and residence, and, where numbered, by street and number, if in a city, and the request shall be signed by the applicant in his own true name and signature, attested by the County Dispenser or his clerk who receives and files the request, in his own true name and signature and in his own handwriting.",627,112,113,0,,Morgan
18920374,Acts,1892,SOUTH CAROLINA,"But the request shall be refused if the County Dispenser filling it personally knows the person applying is a minor, that he is intoxicated, or that he is in the habit of using intoxicating liquors t: an excess ; or if the applicant is not so personally known to said County Dispenser, before filling said order or delivering said liquor, he shall require identification, and the statement of a reliable and trustworthy person of good character and habits, known personally to him, that the applicant is not a minor, and is not in the habit of using intoxicating liquors to an excess.",584,113,113,0,,Morgan
18920375,Acts,1892,SOUTH CAROLINA,"Requests for the purchase of liquor shall be made upon blanks furnished by the County Auditor, in packages of one hundred each, to the County Dispensers from time to time as the same shall be needed, and shall be numbered consecutively The blanks aforesaid shall be furnished by the Auditor.",291,113,113,0,,Morgan
18920376,Acts,1892,SOUTH CAROLINA,"to the County Auditor by the State Board of Control in uniform books like bank checks, and the date of delivery shall be endorsed by the County Auditor on each book, and receipt taken therefor and preserved in his office.",221,113,113,0,,Morgan
18920377,Acts,1892,SOUTH CAROLINA,"The County Dispenser shall preserve the application in the original form and book, except the filling of the blanks therein, until returned to the County Auditor.",162,113,113,0,,Morgan
18920378,Acts,1892,SOUTH CAROLINA,"When return thereof is made, the County Auditor shall endorse thereon the date of return, and file and preserve the same, to be used in the quarterly settlements between the County Dispenser All unused or mutilated blanks shall and the County Treasurer.",253,113,113,0,,Morgan
18920379,Acts,1892,SOUTH CAROLINA,be returned or accounted for before other blanks are issued to such County Dispensers.,86,113,113,0,,Morgan
18920380,Acts,1892,SOUTH CAROLINA,"On or before the tenth day of each month, each County Dispenser shall make full returns to the County Auditor of all requests filled by him and his clerks during the preceding month, upon blanks to be furnished by the State Board of Con- trol for the purpose, and accompany the same with an oath, duly taken and subscribed before the County Auditor or a Notary Public, which shall be in the following form, to wit: I, , being duly sworn, state on oath that the requests for liquors herewith returned are all that were received and filled at my place of business, under my permit, during the month of , 18—; that I have carefully preserved the same, and that they were filled up, signed and attested at the date shown thereon, as provided by law; that said requests were filled by delivering the quantity and kind of liquors required, and that no liquors have been sold or dispensed under my permit during said month except as shown by the requests herewith returned, and that I have faithfully observed and complied with the provisions of my bond, and oath taken by me, thereon endorsed, and with all the laws relating to my duties in the premises.",1150,113,114,0,,Morgan
18920381,Acts,1892,SOUTH CAROLINA,"Upon failure of any County Dispenser to make the returns to the Auditor herein required, it shall be the duty of said Auditor to report such failure to the County Board of Con- trol, and the said County Board of Control shall immediately summon said delinquent County Dispenser to appear before them and show cause why his permit should not be revoked; and if the cause shall not be shown to the satisfaction of the County Board of Control, they shall immediately annul said permit and give public notice thereof ; and the Solicitor shall proceed to en- force the penalties prescribed in this Act for such violation against said County Dispenser at the next succeeding term of Court of the County in which such permit is held; and any County Dispenser who shall sell or dispense any intoxicating liquors after his permit shall have been revovked shall, upon con- viction thereof, be fined not less than five hundred dollars and be imprisoned in the County jail for six months.",976,114,114,0,,Morgan
18920382,Acts,1892,SOUTH CAROLINA,"Every County Dispenser shall keep a strict account of all liquors received by’him from the State Commissioner in a book kept for that purpose, which shall be subject at all times to the inspection of the Circuit Solicitor, any peace officer, or grand juror of the County, or of any citizen, and such book shall show the amount and kind of liquors procured, the date of receipt and amount sold, and the amount on hand of each kind for each month.",445,114,114,0,,Morgan
18920383,Acts,1892,SOUTH CAROLINA,"Such book shall be produced by the party keeping the same, to be used as evidence on trial of any prose- cution against him, on notice duly served that the same will be required as evidence.",190,114,114,0,,Morgan
18920384,Acts,1892,SOUTH CAROLINA,"The payment of the United States special tax as a liquor seller, or notice of any kind in any place of resort, or in any store or shop, indicating that intoxicating liquors are there sold, kept or given away, shall be held to be prima facie evi- dence that the person or persons paying said tax and the parties displaying said notices are sellers of intoxicating liquors, and un- less said persons or ‘parties are selling under permit as prescribed by this Act they shall be punished as provided for by this Act.",514,114,115,0,,Morgan
18920385,Acts,1892,SOUTH CAROLINA,"Licensed druggists conducting drug stores and not holding permits, and manufacturers of proprietary medicines, are hereby authorized to purchase of County Dispensers of the Counties of their residence intoxicating liquors (not including malt) for the purpose of compounding medicines, tinctures and extracts that cannot be used as a beverage.",342,115,115,0,,Morgan
18920386,Acts,1892,SOUTH CAROLINA,Such permit holders shall not charge such licensed druggist over ten per cent.,78,115,115,0,,Morgan
18920387,Acts,1892,SOUTH CAROLINA,"Such purchaser shall keep a record of the uses to which the same are devoted, giving the kind and quantity so used, and on or before the tenth of each calendar month they shall make and file with the County Auditor, and with the County Board of Control, sworn reports of the preced- ing calendar month, giving a full and true statement of the quantity and kinds of such liquors purchased and used, the uses to which the same have been devoted, and giving the names of County Dispenser from whom the same was purchased, and the dates and quantities so purchased, together with an invoice of each kind siill in stock and kept for snch compoundings.",646,115,115,0,,Morgan
18920388,Acts,1892,SOUTH CAROLINA,"If said licensed druggist sell, barter, give away or exchange, or in any manner dispose of, said liquors, or use the same for any purpose other than authorized in this Section, he shall, upon conviction before any Court of General Sessions, forfeit his license and be liable to all penalties, prosecutions and proceeding at law and in equity provided against persons selling without permit, and upon such conviction the Clerk of Court shall, within ten days after such judgment or order, transmit to the Board of Pharmaceuti- cal Examiners the certified record thereof, upon receipt of which the said Board shall strike the name of the said druggist from the list of pharmacists and cancel his certificate: Provided, That nothing herein contained shall be construed to authorize the manufacture or sale of any preparation or compound, under any name, form or device, which may be used as a beverage which is intoxicating in its character.",938,115,115,0,,Morgan
18920389,Acts,1892,SOUTH CAROLINA,"18. That the sum of fifty thousand dollars, if so much be necessary, is hereby appropriated for the purpose of purchasing and of supplying liquors to be distributed to County Dispensers under the provisions of this Act, to be expended by the State Treasurer upon the requisition of the State Commissioner, with the approval of the State Board of Control: Provided, That the amounts advanced to each County Dispenser shall be considered loans to be refunded out of the profits derived from the sales of liquors by the County Dispenser therein.",544,115,116,0,,Morgan
18920390,Acts,1892,SOUTH CAROLINA,"If any person shall make any false or fictitious signa- ture, or sign any name other than his or her own to any paper required to be signed by this Act, without being authorized so to do, or make any false statement in any paper, request or ap- plication signed to procure liquors under this Act, the person so offending shall be guilty of a misdemeanor, and upon conviction therefor shall be punished by a fine of not less than one hundred dollars, nor more than five hundred dollars, and cost of prosecu- tion, or be imprisoned not less than thirty days nor more than six months.",581,116,116,0,,Morgan
18920391,Acts,1892,SOUTH CAROLINA,"If any County Dispenser or his clerk shall make false oath touching any matter required to be sworn to under the provisions of this Act, the person so offending shall upon con- viction therefor be punished as provided by law for perjury.",237,116,116,0,,Morgan
18920392,Acts,1892,SOUTH CAROLINA,"If any County Dispenser, under the law, shall purchase or procure any intoxicating liquors from other person than the State Com- missioner, or make any false return to the County Auditor, or use any request for liquors for more than one sale, in any such case he shall be deemed guilty of a misdemeanor, and upon con- viction punished by a fine of not less than one hundred dollars nor more than five hundred dollars, and imprisoned in the County jail for not less than ninety days nor more than one year for each offense.",522,116,116,0,,Morgan
18920393,Acts,1892,SOUTH CAROLINA,"Every person who shall, directly or indirectly, keep or maintain, by himself, or by associating or combining with others, or who shall in any manner aid, assist or abet in keeping or maintaining, any club room or other place in which any intox- icating liquors are received or kept for the purpose of barter or sale as a beverage, or for distribution or division among the members of any club or association, by any means whatever, and every person who shall barter, sell, or assist or abet another in bartering or selling, any intoxicating liquors so received or kept, shall be deemed guilty of a misdemeanor, and upon conviction thereof be punished by a fine of not less than one hundred dollars nor more than five hundred dollars, and by imprisonment in the County jail not less than ninety days nor more than one year.",822,116,116,0,,Morgan
18920394,Acts,1892,SOUTH CAROLINA,". All places where intoxicating liquors are sold, bar- tered or given away in violation of this Act, or where persons are permitted to resort for the purpose of drinking intoxicating liquors as a beverage, or where intoxicating liquors are kept for sale, barter or delivery in violation of this Act, are hereby de- clared to be common nuisances; and if the existence of such nuisance be established, either in a criminal or equitable action, upon the judgment of a Court, or Judge having jurisdiction, find- ing such place to be a nuisance, the Sheriff, his Deputy, or any Constable of the proper County or city where the same is located, shall be directed to shut up and abate such place by taking pos- session thereof, if he has not already done so, under the provi- sions of this Act; and by taking possession of all such intoxi- cating liquors found therein, together with all signs, screens, bars, bottles, glasses and other property used in keeping and maintaining such nuisance ; and such personal property so taken possession of shall, after judgment against said defendant, be forthwith confiscated to the State, and the owner or keeper thereof shall, upon conviction, be adjudged guilty of maintain- ing a common nuisance, and shall for the first offense be pun- ished by a fine of not less than one hundred dollars nor more than one thousand dollars, or by imprisonment in the County jail of not less than ninety days nor more than one year, and for each successive offense be punished by imprisonment in the Peni- tentiary for a period not exceeding two years nor less than one year.",1604,116,117,0,,Morgan
18920395,Acts,1892,SOUTH CAROLINA,"The Attorney-General, his assistant, the Circuit Soli- citor, or any citizen of the County where such nuisance exists, or is kept or maintained, may maintain an action in the name of the State to abate and perpetually enjoin the same.",234,117,117,0,,Morgan
18920396,Acts,1892,SOUTH CAROLINA,"The injunc- tion shall be granted at the commencement of the action in the usual manner of granting injunctions, except that the affidavit or complaint, or both, may be made by the Attorney-General, his assistant or the Solicitor of the Circuit, upon information or belief, and no bond shall be required ; and if an affidavit shall be presented to the Court or Judge, stating or showing that intoxi- cating liquors, particularly describing the same, are kept for sale, or are sold, bartered or given away on the premises, particularly describing the same where such nuisance is located, contrary to law, the Court or Judge shall at the time of granting the injunc- tion issue his orders, commanding the officer serving the writ of injunction, at the time of such service, diligently to search the premises and carefully to invoice all the articles found therein, used in or about the carrying on of the unlawful business, for which search and invoicing said officer shall receive the fees now allowed by law for serving an injunction.",1036,117,118,0,,Morgan
18920397,Acts,1892,SOUTH CAROLINA,"If such officer upon such search shall find upon such premises any intoxicating liquor, or liquors of any kind, in quantity going to show it was for pur- t pose of sale or barter, he shall take the same into his custody and turn over the same to the Sheriff of the County, who shall securely hold the same to abide the final judgment of the Court in the action (the expenses for holding to be taxed as part of the costs of the action) ; and such officer shall also take possession of all personal property found on such premises, and turn over the same to the Sheriff of the County, who shall hold the same until the final judgment in the case.",644,118,118,0,,Morgan
18920398,Acts,1892,SOUTH CAROLINA,"The finding of such intoxicating liquors on such premises, with satisfactory evidence that the same was being disposed of contrary to this Act, shall be prima facie evidence of the nuisance complained of.",204,118,118,0,,Morgan
18920399,Acts,1892,SOUTH CAROLINA,"Liquors seized as here- inbefore provided, and the vessels containing them, shall not be taken from the custody of the officer in possession of the same by any writ of replevin or other process while the proceedings herein provided are pending ; and final judgment in such proceed- ings in favor of the plaintiff shall, in all cases, be a bar to all suits against such officer or officers for recovery of any liquors seized, or the value of the same, or for damages alleged to arise by reason of the seizure and detention thereof.",530,118,118,0,,Morgan
18920400,Acts,1892,SOUTH CAROLINA,"Any person vio- lating the terms of any injunction granted in such proceedings shall be punished for contempt, for the first offense, by a fine of not less than two hundred dollars nor more than one thousand dollars, and by imprisonment in the County jail not less than ninety days nor more than one year.",305,118,118,0,,Morgan
18920401,Acts,1892,SOUTH CAROLINA,"In case judgment is rendered in favor of plaintiff in any action brought under the provisions of this Sec- tion, the Court or Judge rendering the same shall also render jadgment for a reasonable attorney’s fee in such action in favor of the plaintiff, and against the defendants therein, which attor- ney’s fee shall be taxed and collected as the other costs therein, and when collected paid to the attorney or attorneys of the plain- tiff therein: Provided, If such attorney be the State’s Attorney or Solicitor, such attorney’s fee shall be paid into the County treasury.",573,118,118,0,,Morgan
18920402,Acts,1892,SOUTH CAROLINA,"In contempt proceedings arising out of the violations of any injunction granted under the provisions of this Act, the Court, or, in vacation, the Judge thereof, shall have the power to try summarily and punish the party or parties guilty, as required by law.",258,118,118,0,,Morgan
18920403,Acts,1892,SOUTH CAROLINA,The affidavits upon which the attachment for contempt issues shall make a prima facie case for the State.,105,118,118,0,,Morgan
18920404,Acts,1892,SOUTH CAROLINA,The accused may plead in the same manner as to an indictment in so far as the same is applicable.,99,118,119,0,,Morgan
18920405,Acts,1892,SOUTH CAROLINA,"Evidence may be oral, or in the form of affidavits, or both ; the defendant may be required to make an- swers to interrogatories, either written or oral, as in the discretion of the Court or Judge may seem proper; the defendant shall not necessarily be discharged upon his denial of the facts stated in the moving papers.",321,119,119,0,,Morgan
18920406,Acts,1892,SOUTH CAROLINA,"The Clerk of the Court shall, upon the ap- plication of either party, issue subpoenas for witnesses, and except as above set forth the practice in such contempt proceedings shall conform as nearly as may to the practice in the Court of Common Pleas.- Src, 24.",259,119,119,0,,Morgan
